CHEBI_10607,n-propyl gallate
CHEBI_38179,monocyclic heteroarene
CHEBI_38180,polycyclic heteroarene
CHEBI_38206,chlorophyllide
CHEBI_38222,hydrocarbyl anion
CHEBI_38251,magnesium tetrapyrrole
CHEBI_38252,phorbines
CHEBI_38263,2-amino-3-hydroxybutanoic acid
CHEBI_38295,azabicycloalkane
CHEBI_38297,thiabicycloalkane
CHEBI_38313,diazines
CHEBI_38338,aminopyrimidine
CHEBI_38418,"1,3-thiazole"
CHEBI_38443,1-benzopyran
CHEBI_38460,methylindole
CHEBI_38496,electron-transport chain inhibitor
CHEBI_38497,respiratory-chain inhibitor
CHEBI_38697,anthocyanin
CHEBI_38700,organic sodium salt
CHEBI_38702,inorganic sodium salt
CHEBI_38773,quinolinemonocarboxylate
CHEBI_38835,xanthenes
CHEBI_38867,anaesthetic
CHEBI_38869,general anaesthetic
CHEBI_38870,inhalation anaesthetic
CHEBI_38889,tetraborate2-
CHEBI_38925,benzopteridine
CHEBI_38975,methylbenzene
CHEBI_38976,alkylbenzene
CHEBI_39087,sulfurous acid derivative
CHEBI_39141,Bronsted acid
CHEBI_39142,Bronsted base
CHEBI_39143,Lewis acid
CHEBI_39144,Lewis base
CHEBI_39166,tetramine
CHEBI_39203,dibenzopyran
CHEBI_39285,chloropicrin
CHEBI_39418,straight-chain saturated fatty acid
CHEBI_39437,tocol
CHEBI_39447,pyrimidines
CHEBI_39474,polyazaalkane
CHEBI_3962,curcumin
CHEBI_3992,cyclic ketone
CHEBI_41609,carbonate
CHEBI_4194,D-hexose
CHEBI_42191,ethylenediaminetetraacetic acid
CHEBI_43474,hydrogenphosphate
CHEBI_45696,hydrogensulfate
CHEBI_45979,thiabendazole
CHEBI_46640,diketone
CHEBI_46648,nitrite salt
CHEBI_46662,mineral
CHEBI_46663,silicate mineral
CHEBI_46686,azaalkane
CHEBI_46717,sulfide mineral
CHEBI_46718,sulfide salt
CHEBI_46721,carbonate salt
CHEBI_46761,dipeptide
CHEBI_46774,polyether
CHEBI_46787,solvent
CHEBI_46789,hydroxyether
CHEBI_46792,hydroxypolyether
CHEBI_46793,polyethylene glycol
CHEBI_46923,dioxane
CHEBI_46926,dioxanes
CHEBI_47032,"1,4-dioxane"
CHEBI_47622,acetate ester
CHEBI_47704,ammonium salt
CHEBI_47772,delta-tocopherol
CHEBI_47788,3-oxo steroid
CHEBI_47857,ureas
CHEBI_47867,indicator
CHEBI_47882,cyclic polypyrrole
CHEBI_47885,dinucleotide
CHEBI_47909,3-oxo-Delta4 steroid
CHEBI_47916,flavonoid
CHEBI_48041,microcystin
CHEBI_48107,nitric acid
CHEBI_48109,nitrobenzenes
CHEBI_48154,sulfur oxide
CHEBI_48199,sulfamate ester
CHEBI_48218,antiseptic drug
CHEBI_48219,disinfectant
CHEBI_48232,calcium oxides
CHEBI_48299,"butane-1,2,3,4-tetrol"
CHEBI_48354,polar solvent
CHEBI_48356,protic solvent
CHEBI_48359,protophilic solvent
CHEBI_48360,amphiprotic solvent
CHEBI_48408,ethyl vanillin
CHEBI_48706,antagonist
CHEBI_48730,aluminosilicate mineral
CHEBI_48857,sulfite salt
CHEBI_48901,thiazoles
CHEBI_49105,thiamine hydrochloride
CHEBI_49202,elemental platinum
CHEBI_49302,2-hydroxy monocarboxylic acid
CHEBI_49470,aluminium3+
CHEBI_495055,beta-cyclodextrin
CHEBI_49637,hydrogen atom
CHEBI_49936,uranium0
CHEBI_49976,zinc dichloride
CHEBI_49986,elemental krypton
CHEBI_49987,monoatomic krypton
CHEBI_49990,monoatomic argon
CHEBI_49991,elemental argon
CHEBI_49992,argon.1+
CHEBI_49994,monoatomic neon
CHEBI_49995,elemental neon
CHEBI_50047,organic amino compound
CHEBI_50094,sulfur coordination entity
CHEBI_50126,tetrasaccharide
CHEBI_50183,P450 inhibitor
CHEBI_50211,retinol
CHEBI_50263,2-hydroxydicarboxylic acid
CHEBI_50312,onium compound
CHEBI_50313,onium cation
CHEBI_50325,proteinogenic amino-acid side-chain group
CHEBI_50402,androstanoid
CHEBI_50406,probe
CHEBI_50558,monoatomic uranium
CHEBI_50559,elemental uranium
CHEBI_50584,alkyl alcohol
CHEBI_50594,carbon nanotube
CHEBI_50699,OLIGOSACCHARIDE
CHEBI_50744,citrate salt
CHEBI_50795,nanostructure
CHEBI_50796,nanotube
CHEBI_50812,carbon nanostructure
CHEBI_50816,iron oxide
CHEBI_50860,organic molecular entity
CHEBI_50902,genotoxin
CHEBI_50904,allergen
CHEBI_50906,role
CHEBI_50910,neurotoxin
CHEBI_50996,tertiary amino compound
CHEBI_51026,macrocycle
CHEBI_51069,organic halide salt
CHEBI_51082,nitrate salt
CHEBI_51084,inorganic nitrate salt
CHEBI_51086,chemical role
CHEBI_51129,nitrohydrocarbon
CHEBI_51132,nitroarene
CHEBI_51143,nitrogen molecular entity
CHEBI_51234,magnesium halide
CHEBI_51336,metal sulfate
CHEBI_51438,D-isoascorbic acid
CHEBI_51447,organic univalent group
CHEBI_51569,N-acyl-amino acid
CHEBI_51570,biotins
CHEBI_51683,methoxybenzene
CHEBI_51689,enone
CHEBI_51721,"alpha,beta-unsaturated ketone"
CHEBI_51958,organic polycyclic compound
CHEBI_51959,organic tricyclic compound
CHEBI_52206,biochemical role
CHEBI_52209,aetiopathogenetic role
CHEBI_52210,pharmacological role
CHEBI_52211,physiological role
CHEBI_52214,ligand
CHEBI_52217,pharmaceutical
CHEBI_52625,inorganic hydroxy compound
CHEBI_5291,GELATIN
CHEBI_53000,epitope
CHEBI_53225,polyalkylene macromolecule
CHEBI_53226,polyethylene macromolecule
CHEBI_53242,vinyl polymer macromolecule
CHEBI_53248,polyvinylpyrrolidone
CHEBI_53258,sodium citrate
CHEBI_53310,copolymer macromolecule
CHEBI_53311,sodium alginate
CHEBI_53387,polyhydroxyalkanoate
CHEBI_53388,polyhydroxybutyrate
CHEBI_53422,polysorbate
CHEBI_53423,polysorbate 40
CHEBI_53424,polysorbate 20
CHEBI_53425,polysorbate 60
CHEBI_53426,polysorbate 80
CHEBI_53448,methyl cellulose
CHEBI_53700,quinoline yellow
CHEBI_55505,"1,2-benzisothiazole"
CHEBI_5686,heterocyclic compound
CHEBI_58072,carbon monoxide1+
CHEBI_58416,chlorophyll a1-
CHEBI_58454,kynurenate
CHEBI_58941,cyclic tetrapyrrole anion
CHEBI_58950,very long-chain fatty acid anion
CHEBI_58953,saturated fatty acid anion
CHEBI_58954,straight-chain saturated fatty acid anion
CHEBI_59163,biomarker
CHEBI_59202,straight-chain fatty acid
CHEBI_59230,acetate salt
CHEBI_59554,medium-chain fatty acid
CHEBI_59601,patent blue V
CHEBI_59698,phosphoric acids
CHEBI_59739,electrophilic reagent
CHEBI_59740,nucleophilic reagent
CHEBI_59765,boric acids
CHEBI_59999,chemical substance
CHEBI_60004,mixture
CHEBI_60027,polymer
CHEBI_60242,monovalent inorganic cation
CHEBI_60272,aluminium ion
CHEBI_60643,NMDA receptor antagonist
CHEBI_60798,excitatory amino acid antagonist
CHEBI_60892,polyamino carboxylic acid
CHEBI_60979,alpha-glucoside
CHEBI_61120,nucleobase-containing molecular entity
CHEBI_61250,brevetoxin A
CHEBI_61275,ciguatoxin
CHEBI_61293,adenyl nucleotide
CHEBI_61296,adenyl ribonucleotide
CHEBI_61458,polysiloxane polymer
CHEBI_61459,silicone polymer
CHEBI_61466,polydimethylsiloxane polymer
CHEBI_61468,dimethicone polymer
CHEBI_61995,lecithin
CHEBI_62196,polysaccharide acid oxoanion
CHEBI_62488,signalling molecule
CHEBI_62732,aromatic ester
CHEBI_62764,reactive nitrogen species
CHEBI_62946,ammonium sulfate
CHEBI_62984,zinc acetate
CHEBI_63005,sodium nitrate
CHEBI_63017,sodium L-tartrate
CHEBI_63018,potassium L-tartrate
CHEBI_63019,potassium sodium L-tartrate
CHEBI_63036,potassium dihydrogen phosphate
CHEBI_63037,triammonium citrate
CHEBI_63043,potassium nitrate
CHEBI_63046,emulsifier
CHEBI_63062,aluminium cation
CHEBI_63161,glycosyl compound
CHEBI_63248,oxidising agent
CHEBI_63299,carbohydrate derivative
CHEBI_63353,disaccharide derivative
CHEBI_63367,monosaccharide derivative
CHEBI_63409,pentose derivative
CHEBI_63471,branched-chain amino-acid anion
CHEBI_63551,carbohydrate acid derivative anion
CHEBI_63732,"1,1-diol"
CHEBI_63734,ketone hydrate
CHEBI_63944,macrocyclic lactone
CHEBI_64047,food additive
CHEBI_64220,monosodium glutamate
CHEBI_64459,biaryl
CHEBI_64708,one-carbon compound
CHEBI_64709,organic acid
CHEBI_64712,trivalent inorganic cation
CHEBI_64857,cosmetic
CHEBI_64909,poison
CHEBI_65212,polysaccharide derivative
CHEBI_6636,magnesium dichloride
CHEBI_6650,malic acid
CHEBI_66873,C4-dicarboxylic acid
CHEBI_66933,N-alkylglycine
CHEBI_67265,beta-diketone
CHEBI_6824,hexamethylenetetramine
CHEBI_68428,maltitol
CHEBI_68452,azole
CHEBI_71629,nisin
CHEBI_71644,lantibiotic
CHEBI_71645,type A lantibiotic
CHEBI_72544,flavonoids
CHEBI_72695,organic molecule
CHEBI_72813,exopolysaccharide
CHEBI_73558,D3 vitamins
CHEBI_74772,aluminium sulfate
CHEBI_7488,Natamycin
CHEBI_75228,sodium lactate
CHEBI_75323,lactitol
CHEBI_75763,eukaryotic metabolite
CHEBI_75767,animal metabolite
CHEBI_75768,mammalian metabolite
CHEBI_75787,prokaryotic metabolite
CHEBI_75896,iron sulfides
CHEBI_75897,iron2+ sulfides
CHEBI_76224,aromatic ketone
CHEBI_76359,butylated hydroxyanisole
CHEBI_76413,greenhouse gas
CHEBI_76414,propellant
CHEBI_76725,EC 1.* oxidoreductase inhibitor
CHEBI_76741,"EC 1.14.* oxidoreductase acting on paired donors, with incorporation or reduction of molecular oxygen inhibitor"
CHEBI_76759,EC 3.* hydrolase inhibitor
CHEBI_76764,EC 3.5.* hydrolases acting on non-peptide C-N bonds inhibitor
CHEBI_76807,EC 3.5.1.* non-peptide linear amide C-N hydrolase inhibitor
CHEBI_76838,"EC 1.14.14.* oxidoreductase acting on paired donors, incorporating of 1 atom of oxygen, with reduced flavin or flavoprotein as one donor inhibitor"
CHEBI_76898,EC 1.14.14.1 unspecific monooxygenase inhibitor
CHEBI_76932,pathway inhibitor
CHEBI_76946,fungal metabolite
CHEBI_76969,bacterial metabolite
CHEBI_77635,calcium phosphate
CHEBI_77746,human metabolite
CHEBI_77868,potassium sorbate
CHEBI_77941,EC 3.5.1.4 amidase inhibitor
CHEBI_77971,raising agent
CHEBI_77974,food packaging gas
CHEBI_78017,food propellant
CHEBI_78074,tin dichloride dihydrate
CHEBI_78130,fatty acid anion 28:0
CHEBI_78295,food component
CHEBI_78298,environmental contaminant
CHEBI_78299,environmental food contaminant
CHEBI_78320,2-hydroxypropanoic acid
CHEBI_78433,refrigerant
CHEBI_78616,carbohydrates and carbohydrate derivatives
CHEBI_78618,L-alpha-D-Hepp-1->7-L-alpha-D-Hepp-1->3-L-alpha-D-Hepp-1->5-alpha-Kdo
CHEBI_78802,diarylheptanoid
CHEBI_78840,olefinic compound
CHEBI_78870,sodium nitrite
CHEBI_79020,"alpha,beta-unsaturated monocarboxylic acid"
CHEBI_7916,pantothenic acid
CHEBI_79323,4-hydroxybenzoate ester
CHEBI_79387,trivalent inorganic anion
CHEBI_79388,divalent inorganic anion
CHEBI_79389,monovalent inorganic anion
CHEBI_80043,Nodularin
CHEBI_80770,Brevetoxin B
CHEBI_81048,Ferrous lactate
CHEBI_8108,pheophytin
CHEBI_81716,Calcium propionate
CHEBI_81862,potassium hydrogencarbonate
CHEBI_82411,Brilliant Blue
CHEBI_82431,Cyclamate
CHEBI_82661,diatomaceous earth
CHEBI_82663,elemental iron
CHEBI_82664,iron0
CHEBI_83039,crustacean metabolite
CHEBI_83056,Daphnia magna metabolite
CHEBI_83057,Daphnia metabolite
CHEBI_83163,MOLASSES
CHEBI_83348,chlorophyllide a2-
CHEBI_83501,acesulfame
CHEBI_83503,neotame
CHEBI_83628,N-acylammonia
CHEBI_83631,octyl gallate
CHEBI_83811,proteinogenic amino acid derivative
CHEBI_83812,non-proteinogenic amino acid derivative
CHEBI_83813,proteinogenic amino acid
CHEBI_83820,non-proteinogenic amino acid
CHEBI_83821,amino acid derivative
CHEBI_83925,non-proteinogenic alpha-amino acid
CHEBI_83982,L-glutamic acid derivative
CHEBI_84055,pentose phosphate
CHEBI_84997,sodium gluconate
CHEBI_85046,skin lightening agent
CHEBI_85122,paraben
CHEBI_85248,gellan gum
CHEBI_86222,borax
CHEBI_86463,potassium aluminium sulfate
CHEBI_86471,pyrite
CHEBI_86477,sodium sulfite
CHEBI_86478,antibiotic antifungal agent
CHEBI_87034,aromatic fungicide
CHEBI_87036,benzimidazole fungicide
CHEBI_87113,antibiotic antifungal drug
CHEBI_87117,erythrosin
CHEBI_87659,dodecanoate ester
CHEBI_88061,polyamine
CHEBI_88184,metal allergen
CHEBI_90852,N-sulfonylcarboxamide
CHEBI_9171,skatole
CHEBI_9405,tartrazine
CHEBI_9679,tricalcium bisphosphate
ENVO_00000000,geographic feature
ENVO_00000001,bedding-plane cave
ENVO_00000002,anthropogenic geographic feature
ENVO_00000003,mine tailing
ENVO_00000004,administrative region
ENVO_00000005,first-order administrative region
ENVO_00000006,second-order administrative region
ENVO_00000007,third-order administrative region
ENVO_00000008,fourth-order administrative region
ENVO_00000009,national geopolitical entity
ENVO_00000010,transport feature
ENVO_00000011,garden
ENVO_00000012,hydrographic feature
ENVO_00000013,cave system
ENVO_00000014,canal
ENVO_00000015,ocean
ENVO_00000016,sea
ENVO_00000017,saline hydrographic feature
ENVO_00000018,dry river
ENVO_00000019,saline lake
ENVO_00000020,lake
ENVO_00000021,freshwater lake
ENVO_00000022,river
ENVO_00000023,stream
ENVO_00000024,obsolete intermittent stream
ENVO_00000025,reservoir
ENVO_00000026,well
ENVO_00000027,spring
ENVO_00000028,sand pit quarry
ENVO_00000029,watercourse
ENVO_00000030,dead cave
ENVO_00000031,wadi
ENVO_00000032,bay
ENVO_00000033,pond
ENVO_00000034,rapids
ENVO_00000035,marsh
ENVO_00000036,irrigation canal
ENVO_00000037,ditch
ENVO_00000038,lagoon
ENVO_00000039,fjord
ENVO_00000040,waterfall
ENVO_00000041,tidal creek
ENVO_00000042,drainage canal
ENVO_00000043,wetland
ENVO_00000044,peatland
ENVO_00000045,estuary
ENVO_00000046,hedge
ENVO_00000047,canopy
ENVO_00000048,navigation canal
ENVO_00000049,obsolete volcanic hydrographic feature
ENVO_00000050,geyser
ENVO_00000051,hot spring
ENVO_00000052,crater lake
ENVO_00000053,freshwater marsh
ENVO_00000054,saline marsh
ENVO_00000055,saline evaporation pond
ENVO_00000056,fishpond
ENVO_00000057,mangrove swamp
ENVO_00000058,underground lake
ENVO_00000059,underground river
ENVO_00000060,underground stream
ENVO_00000061,underground water body
ENVO_00000062,populated place
ENVO_00000063,water body
ENVO_00000064,road
ENVO_00000065,railway
ENVO_00000066,man-made tunnel
ENVO_00000067,cave
ENVO_00000068,tunnel
ENVO_00000069,distributary
ENVO_00000070,constructed feature
ENVO_00000071,fault cave
ENVO_00000072,aquaduct
ENVO_00000073,building
ENVO_00000074,dam
ENVO_00000075,bridge
ENVO_00000076,mine
ENVO_00000077,agricultural feature
ENVO_00000078,farm
ENVO_00000079,flume
ENVO_00000080,mountain range
ENVO_00000081,mountain
ENVO_00000082,hill range
ENVO_00000083,hill
ENVO_00000084,mountain pass
ENVO_00000085,alpine glacier
,
ENVO_00000087,cliff
ENVO_00000088,sea cliff
ENVO_00000089,inland cliff
ENVO_00000090,coastal plain
ENVO_00000091,beach
ENVO_00000092,sea beach
ENVO_00000093,lacustrine beach
ENVO_00000094,volcanic feature
ENVO_00000095,obsolete lava field
ENVO_00000096,caldera
ENVO_00000097,desert
ENVO_00000098,island
ENVO_00000099,artificial island
ENVO_00000100,valley
ENVO_00000101,delta
ENVO_00000102,cave entrance
ENVO_00000103,mangrove island
ENVO_00000104,undersea feature
ENVO_00000105,lake surface
ENVO_00000106,grassland
ENVO_00000107,heath
ENVO_00000108,meadow
ENVO_00000109,woodland
ENVO_00000110,lava tunnel
ENVO_00000111,forest
ENVO_00000112,tundra
ENVO_00000113,obsolete cultivated habitat
ENVO_00000114,agricultural field
ENVO_00000115,orchard
ENVO_00000116,vineyard
ENVO_00000117,plantation
ENVO_00000118,coconut plantation
ENVO_00000119,planted forest
ENVO_00000120,oil palm plantation
ENVO_00000121,artificial channel
ENVO_00000122,track
ENVO_00000123,political entity
ENVO_00000124,supranational geopolitical entity
ENVO_00000125,mineral spring
ENVO_00000126,sulfur spring
ENVO_00000127,badland
ENVO_00000128,dry valley
ENVO_00000129,stream valley
ENVO_00000130,reef
ENVO_00000131,glacial feature
ENVO_00000132,ice sheet
ENVO_00000133,glacier
ENVO_00000134,permafrost
ENVO_00000135,buffer zone
ENVO_00000136,demilitiarized zone
ENVO_00000137,coastal inlet
ENVO_00000138,cove
ENVO_00000139,irrigation ditch
ENVO_00000140,drainage ditch
ENVO_00000141,bank
ENVO_00000142,stream bank
ENVO_00000143,river bank
ENVO_00000144,obsolete aquatic habitat
ENVO_00000145,ice cap
ENVO_00000146,snow field
ENVO_00000147,ocean current
ENVO_00000148,riffle
ENVO_00000149,artificial reef
ENVO_00000150,coral reef
ENVO_00000151,sabkha
ENVO_00000152,anabranch
ENVO_00000153,headwater
ENVO_00000154,flood meadow
ENVO_00000155,cirque
ENVO_00000156,desert oasis
ENVO_00000157,peat cut
ENVO_00000158,causeway
ENVO_00000159,sugar plantation
ENVO_00000160,sisal plantation
ENVO_00000161,banana plantation
ENVO_00000162,tea plantation
ENVO_00000163,coffee plantation
ENVO_00000164,rubber plantation
ENVO_00000165,asphalt lake
ENVO_00000166,atoll
ENVO_00000167,bar
ENVO_00000168,blowhole
ENVO_00000169,canyon
ENVO_00000170,dune
ENVO_00000171,river valley
ENVO_00000172,sandy desert
ENVO_00000173,rocky desert
ENVO_00000174,isthmus
ENVO_00000175,karst
ENVO_00000176,elevation
ENVO_00000177,moraine
ENVO_00000178,levee
ENVO_00000179,mesa
ENVO_00000180,mound
ENVO_00000181,nunatak
ENVO_00000182,plateau
ENVO_00000183,stony desert
ENVO_00000184,hanging valley
ENVO_00000185,raised mire
ENVO_00000186,string mire
ENVO_00000187,tundra mire
ENVO_00000188,paisa mire
ENVO_00000189,peat swamp
ENVO_00000190,abyssal feature
ENVO_00000191,physiographic feature
ENVO_00000192,mudflat
ENVO_00000193,olive grove
ENVO_00000194,scree
ENVO_00000195,sinkhole
ENVO_00000196,alkaline flat
ENVO_00000197,endorheic lake
ENVO_00000198,ice-covered lake
ENVO_00000199,meromictic lake
ENVO_00000200,periglacial lake
ENVO_00000201,fjord lake
ENVO_00000202,oxbow lake
ENVO_00000203,rift lake
ENVO_00000204,ephemeral spring
ENVO_00000205,permanent spring
ENVO_00000206,marine neritic zone
ENVO_00000207,oceanic zone
ENVO_00000208,marine pelagic zone
ENVO_00000209,marine photic zone
ENVO_00000210,marine aphotic zone
ENVO_00000211,marine bathypelagic zone
ENVO_00000212,marine abyssalpelagic zone
ENVO_00000213,marine mesopelagic zone
ENVO_00000214,hadalpelagic zone
ENVO_00000215,hydrothermal vent
ENVO_00000216,fumarole
ENVO_00000217,solfatara
ENVO_00000218,black smoker
ENVO_00000219,landlocked sea
ENVO_00000220,archipelago
ENVO_00000221,continental island
ENVO_00000222,oceanic island
ENVO_00000223,continental shelf
ENVO_00000224,slightly stratified estuary
ENVO_00000225,highly stratified estuary
ENVO_00000226,saline wedge estuary
ENVO_00000227,vertically mixed estuary
ENVO_00000228,inverse estuary
ENVO_00000229,intermittent estuary
ENVO_00000230,coastal wetland
ENVO_00000231,moor
ENVO_00000232,fen
ENVO_00000233,swamp
ENVO_00000234,bayou
ENVO_00000235,carr
ENVO_00000236,dambo
ENVO_00000237,hydromorphic/phreatic dambo
ENVO_00000238,fluvial dambo
ENVO_00000239,pocasin
ENVO_00000240,saline wetland
ENVO_00000241,tidal mudflat
ENVO_00000242,lacustrine mudflat
ENVO_00000243,freshwater wetland
ENVO_00000244,abyssal plain
ENVO_00000245,maar
ENVO_00000246,volcanic crater
ENVO_00000247,volcano
ENVO_00000248,glacial valley
ENVO_00000249,lateral moraine
ENVO_00000250,medial moraine
ENVO_00000251,ground moraine
ENVO_00000252,terminal moraine
ENVO_00000253,scroll plane
ENVO_00000254,till plan
ENVO_00000255,flood plain
ENVO_00000256,floodway
ENVO_00000257,flood fringe
ENVO_00000258,alluvial plain
ENVO_00000259,lacustrine plain
ENVO_00000260,prairie
ENVO_00000261,savanna
ENVO_00000262,steppe
ENVO_00000263,fissure cave
ENVO_00000264,seamount
ENVO_00000265,guyot
ENVO_00000266,pasture
ENVO_00000267,submarine canyon
ENVO_00000268,lake bed
ENVO_00000269,land-tied island
ENVO_00000270,beaver pond
ENVO_00000271,chott
ENVO_00000272,confluence
ENVO_00000273,continental slope
ENVO_00000274,continental rise
ENVO_00000275,ocean trench
ENVO_00000276,drumlin
ENVO_00000277,dry lake
ENVO_00000278,dry stream
ENVO_00000279,saline pan
ENVO_00000280,escarpment
ENVO_00000281,fault escarpment
ENVO_00000282,esker
ENVO_00000283,ridge
ENVO_00000284,quarry
ENVO_00000285,quicksand area
ENVO_00000286,polder
ENVO_00000287,butte
ENVO_00000288,cotton plantation
ENVO_00000289,horst
ENVO_00000290,graben
ENVO_00000291,drainage basin
ENVO_00000292,watershed
ENVO_00000293,continental divide
ENVO_00000294,fish farm
ENVO_00000295,fish hatchery
ENVO_00000296,rice field
ENVO_00000297,paddy field
ENVO_00000298,iceberg
ENVO_00000299,ice field
ENVO_00000300,scrubland
ENVO_00000301,chaparral
ENVO_00000302,rift valley
ENVO_00000303,sea coast
ENVO_00000304,shore
ENVO_00000305,peninsula
ENVO_00000306,spit
ENVO_00000307,icefall
ENVO_00000308,dune slack
ENVO_00000309,depression
ENVO_00000310,impact crater
ENVO_00000311,kettle
ENVO_00000312,sandur
ENVO_00000313,blowout
ENVO_00000314,alluvial fan
ENVO_00000315,bajada
ENVO_00000316,intertidal zone
ENVO_00000317,tidal pool
ENVO_00000318,high tide zone
ENVO_00000319,low tide zone
ENVO_00000320,crevasse
